Kruskal's Minimum Spanning Tree:
476 - 2542 (Weight: 2)
489 - 490 (Weight: 2)
490 - 3096 (Weight: 2)
491 - 900 (Weight: 2)
515 - 3773 (Weight: 2)
526 - 619 (Weight: 2)
536 - 2309 (Weight: 2)
536 - 4957 (Weight: 2)
537 - 3554 (Weight: 2)
537 - 4040 (Weight: 2)
538 - 5102 (Weight: 2)
538 - 5103 (Weight: 2)
540 - 4436 (Weight: 2)
540 - 4452 (Weight: 2)
547 - 3557 (Weight: 2)
547 - 3566 (Weight: 2)
547 - 5154 (Weight: 2)
547 - 5155 (Weight: 2)
549 - 2450 (Weight: 2)
550 - 865 (Weight: 2)
550 - 2266 (Weight: 2)
550 - 3069 (Weight: 2)
550 - 4177 (Weight: 2)
550 - 4215 (Weight: 2)
550 - 4362 (Weight: 2)
550 - 5332 (Weight: 2)
550 - 5333 (Weight: 2)
550 - 5341 (Weight: 2)
550 - 5346 (Weight: 2)
550 - 5348 (Weight: 2)
550 - 5357 (Weight: 2)
551 - 1046 (Weight: 2)
551 - 3010 (Weight: 2)
551 - 3263 (Weight: 2)
551 - 3272 (Weight: 2)
551 - 3274 (Weight: 2)
551 - 3276 (Weight: 2)
551 - 3277 (Weight: 2)
551 - 3286 (Weight: 2)
551 - 3299 (Weight: 2)
551 - 3304 (Weight: 2)
562 - 631 (Weight: 2)
562 - 3605 (Weight: 2)
562 - 3608 (Weight: 2)
563 - 4903 (Weight: 2)
570 - 4218 (Weight: 2)
622 - 623 (Weight: 2)
629 - 2491 (Weight: 2)
629 - 2493 (Weight: 2)
629 - 6067 (Weight: 2)
629 - 6072 (Weight: 2)
629 - 6083 (Weight: 2)
629 - 6090 (Weight: 2)
629 - 6092 (Weight: 2)
630 - 1401 (Weight: 2)
631 - 3539 (Weight: 2)
631 - 3627 (Weight: 2)
653 - 2140 (Weight: 2)
653 - 4871 (Weight: 2)
653 - 4874 (Weight: 2)
660 - 6161 (Weight: 2)
662 - 832 (Weight: 2)
756 - 1447 (Weight: 2)
801 - 4782 (Weight: 2)
801 - 4788 (Weight: 2)
801 - 4790 (Weight: 2)
801 - 4801 (Weight: 2)
801 - 4808 (Weight: 2)
801 - 4816 (Weight: 2)
820 - 1713 (Weight: 2)
820 - 3200 (Weight: 2)
829 - 2385 (Weight: 2)
836 - 989 (Weight: 2)
843 - 1007 (Weight: 2)
843 - 1008 (Weight: 2)
843 - 1016 (Weight: 2)
843 - 1018 (Weight: 2)
844 - 3169 (Weight: 2)
847 - 5659 (Weight: 2)
847 - 5712 (Weight: 2)
848 - 5708 (Weight: 2)
856 - 2239 (Weight: 2)
856 - 3386 (Weight: 2)
857 - 1045 (Weight: 2)
857 - 1574 (Weight: 2)
857 - 3882 (Weight: 2)
857 - 3922 (Weight: 2)
857 - 4875 (Weight: 2)
857 - 5414 (Weight: 2)
858 - 1002 (Weight: 2)
859 - 974 (Weight: 2)
859 - 977 (Weight: 2)
860 - 3310 (Weight: 2)
861 - 2223 (Weight: 2)
862 - 2477 (Weight: 2)
863 - 4279 (Weight: 2)
864 - 2247 (Weight: 2)
864 - 2936 (Weight: 2)
864 - 2948 (Weight: 2)
864 - 4241 (Weight: 2)
864 - 4251 (Weight: 2)
864 - 4253 (Weight: 2)
865 - 3393 (Weight: 2)
868 - 3273 (Weight: 2)
868 - 3387 (Weight: 2)
868 - 4284 (Weight: 2)
874 - 4504 (Weight: 2)
874 - 4978 (Weight: 2)
876 - 3000 (Weight: 2)
876 - 5336 (Weight: 2)
876 - 5347 (Weight: 2)
877 - 4320 (Weight: 2)
885 - 5517 (Weight: 2)
887 - 1558 (Weight: 2)
892 - 3009 (Weight: 2)
899 - 1089 (Weight: 2)
899 - 2580 (Weight: 2)
899 - 3650 (Weight: 2)
900 - 3031 (Weight: 2)
900 - 3044 (Weight: 2)
901 - 3011 (Weight: 2)
901 - 5406 (Weight: 2)
902 - 4303 (Weight: 2)
903 - 3396 (Weight: 2)
922 - 2046 (Weight: 2)
922 - 2070 (Weight: 2)
923 - 2905 (Weight: 2)
923 - 4979 (Weight: 2)
940 - 6048 (Weight: 2)
959 - 4467 (Weight: 2)
972 - 4266 (Weight: 2)
975 - 6188 (Weight: 2)
988 - 3242 (Weight: 2)
995 - 2959 (Weight: 2)
995 - 2963 (Weight: 2)
995 - 2987 (Weight: 2)
995 - 2994 (Weight: 2)
1000 - 2263 (Weight: 2)
1000 - 3129 (Weight: 2)
1000 - 3407 (Weight: 2)
1003 - 2460 (Weight: 2)
1004 - 1051 (Weight: 2)
1012 - 1092 (Weight: 2)
1014 - 1092 (Weight: 2)
1032 - 1654 (Weight: 2)
1032 - 2007 (Weight: 2)
1032 - 2062 (Weight: 2)
1032 - 2123 (Weight: 2)
1032 - 2653 (Weight: 2)
1032 - 3230 (Weight: 2)
1032 - 4013 (Weight: 2)
1032 - 5275 (Weight: 2)
1032 - 5721 (Weight: 2)
1032 - 5729 (Weight: 2)
1032 - 5735 (Weight: 2)
1042 - 4724 (Weight: 2)
1045 - 3824 (Weight: 2)
1046 - 2474 (Weight: 2)
1046 - 3372 (Weight: 2)
1050 - 2415 (Weight: 2)
1050 - 2427 (Weight: 2)
1054 - 3165 (Weight: 2)
1066 - 5687 (Weight: 2)
1086 - 1090 (Weight: 2)
1091 - 2451 (Weight: 2)
1092 - 2434 (Weight: 2)
1092 - 2443 (Weight: 2)
1098 - 4458 (Weight: 2)
1103 - 4433 (Weight: 2)
1108 - 5256 (Weight: 2)
1108 - 5258 (Weight: 2)
1108 - 5259 (Weight: 2)
1111 - 4752 (Weight: 2)
1112 - 3265 (Weight: 2)
1120 - 5308 (Weight: 2)
1121 - 2288 (Weight: 2)
1121 - 2291 (Weight: 2)
1121 - 2295 (Weight: 2)
1139 - 4933 (Weight: 2)
1196 - 3863 (Weight: 2)
1196 - 6402 (Weight: 2)
1221 - 1301 (Weight: 2)
1226 - 3653 (Weight: 2)
1273 - 5690 (Weight: 2)
1285 - 1435 (Weight: 2)
1285 - 2914 (Weight: 2)
1285 - 4404 (Weight: 2)
1285 - 4405 (Weight: 2)
1285 - 4409 (Weight: 2)
1285 - 4413 (Weight: 2)
1287 - 4753 (Weight: 2)
1291 - 4758 (Weight: 2)
1292 - 5744 (Weight: 2)
1295 - 3547 (Weight: 2)
1301 - 3438 (Weight: 2)
1334 - 5030 (Weight: 2)
1337 - 1339 (Weight: 2)
1339 - 2915 (Weight: 2)
1346 - 5635 (Weight: 2)
1374 - 4857 (Weight: 2)
1382 - 4586 (Weight: 2)
1384 - 6294 (Weight: 2)
1401 - 3853 (Weight: 2)
1403 - 2698 (Weight: 2)
1405 - 2650 (Weight: 2)
1418 - 1725 (Weight: 2)
1418 - 4993 (Weight: 2)
1418 - 5001 (Weight: 2)
1418 - 5006 (Weight: 2)
1418 - 5017 (Weight: 2)
1418 - 5023 (Weight: 2)
1418 - 5024 (Weight: 2)
1424 - 2590 (Weight: 2)
1424 - 4766 (Weight: 2)
1497 - 1980 (Weight: 2)
1500 - 3416 (Weight: 2)
1510 - 6357 (Weight: 2)
1558 - 4115 (Weight: 2)
1558 - 5322 (Weight: 2)
1558 - 6270 (Weight: 2)
1558 - 6276 (Weight: 2)
1558 - 6278 (Weight: 2)
1558 - 6344 (Weight: 2)
1570 - 3969 (Weight: 2)
1573 - 5934 (Weight: 2)
1673 - 2736 (Weight: 2)
1727 - 6097 (Weight: 2)
1728 - 5226 (Weight: 2)
1731 - 1741 (Weight: 2)
1741 - 6137 (Weight: 2)
1990 - 3506 (Weight: 2)
2181 - 3368 (Weight: 2)
2183 - 4048 (Weight: 2)
2183 - 4082 (Weight: 2)
2183 - 4088 (Weight: 2)
2183 - 4167 (Weight: 2)
2187 - 5428 (Weight: 2)
2188 - 3792 (Weight: 2)
2190 - 3385 (Weight: 2)
2190 - 3392 (Weight: 2)
2191 - 3886 (Weight: 2)
2191 - 3887 (Weight: 2)
2191 - 3890 (Weight: 2)
2194 - 5375 (Weight: 2)
2196 - 3131 (Weight: 2)
2196 - 3133 (Weight: 2)
2199 - 5379 (Weight: 2)
2202 - 4275 (Weight: 2)
2204 - 3442 (Weight: 2)
2204 - 5328 (Weight: 2)
2206 - 2940 (Weight: 2)
2206 - 2950 (Weight: 2)
2211 - 5514 (Weight: 2)
2218 - 3067 (Weight: 2)
2218 - 3070 (Weight: 2)
2229 - 4282 (Weight: 2)
2268 - 4323 (Weight: 2)
2268 - 4327 (Weight: 2)
2268 - 4328 (Weight: 2)
2405 - 3084 (Weight: 2)
2405 - 3085 (Weight: 2)
2407 - 3081 (Weight: 2)
2412 - 2457 (Weight: 2)
2412 - 3879 (Weight: 2)
2414 - 4727 (Weight: 2)
2422 - 3508 (Weight: 2)
2437 - 3808 (Weight: 2)
2464 - 3589 (Weight: 2)
2489 - 5188 (Weight: 2)
2489 - 5189 (Weight: 2)
2491 - 3843 (Weight: 2)
2491 - 3846 (Weight: 2)
2538 - 3847 (Weight: 2)
2563 - 2565 (Weight: 2)
2565 - 4739 (Weight: 2)
2588 - 5625 (Weight: 2)
2589 - 5775 (Weight: 2)
2590 - 4937 (Weight: 2)
2593 - 6184 (Weight: 2)
2594 - 5900 (Weight: 2)
2594 - 5903 (Weight: 2)
2635 - 3755 (Weight: 2)
2636 - 5300 (Weight: 2)
2745 - 5235 (Weight: 2)
2910 - 6049 (Weight: 2)
2915 - 2923 (Weight: 2)
2927 - 4207 (Weight: 2)
2938 - 3796 (Weight: 2)
2958 - 3397 (Weight: 2)
2958 - 3940 (Weight: 2)
2969 - 4216 (Weight: 2)
2969 - 6351 (Weight: 2)
3000 - 3022 (Weight: 2)
3003 - 3617 (Weight: 2)
3019 - 5896 (Weight: 2)
3057 - 3184 (Weight: 2)
3057 - 3938 (Weight: 2)
3058 - 4576 (Weight: 2)
3058 - 6231 (Weight: 2)
3062 - 3493 (Weight: 2)
3070 - 5913 (Weight: 2)
3072 - 5947 (Weight: 2)
3082 - 3083 (Weight: 2)
3085 - 3177 (Weight: 2)
3095 - 3098 (Weight: 2)
3102 - 3105 (Weight: 2)
3197 - 3868 (Weight: 2)
3207 - 5039 (Weight: 2)
3210 - 6320 (Weight: 2)
3245 - 5508 (Weight: 2)
3270 - 5387 (Weight: 2)
3302 - 3796 (Weight: 2)
3350 - 6260 (Weight: 2)
3350 - 6381 (Weight: 2)
3359 - 4358 (Weight: 2)
3364 - 3389 (Weight: 2)
3379 - 3381 (Weight: 2)
3380 - 5524 (Weight: 2)
3426 - 3433 (Weight: 2)
3427 - 3443 (Weight: 2)
3435 - 6379 (Weight: 2)
3443 - 4349 (Weight: 2)
3469 - 5185 (Weight: 2)
3486 - 4180 (Weight: 2)
3505 - 3810 (Weight: 2)
3505 - 3811 (Weight: 2)
3506 - 5587 (Weight: 2)
3532 - 3584 (Weight: 2)
3532 - 3588 (Weight: 2)
3533 - 3630 (Weight: 2)
3533 - 3636 (Weight: 2)
3534 - 3598 (Weight: 2)
3534 - 3603 (Weight: 2)
3536 - 5156 (Weight: 2)
3537 - 3579 (Weight: 2)
3537 - 3597 (Weight: 2)
3545 - 3579 (Weight: 2)
3586 - 3592 (Weight: 2)
3646 - 5400 (Weight: 2)
3646 - 5403 (Weight: 2)
3646 - 5405 (Weight: 2)
3658 - 6365 (Weight: 2)
3774 - 3778 (Weight: 2)
3775 - 3952 (Weight: 2)
3780 - 3781 (Weight: 2)
3796 - 4248 (Weight: 2)
3796 - 4249 (Weight: 2)
3796 - 5364 (Weight: 2)
3796 - 5845 (Weight: 2)
3796 - 5847 (Weight: 2)
3796 - 5850 (Weight: 2)
3819 - 4346 (Weight: 2)
3845 - 3858 (Weight: 2)
3845 - 6123 (Weight: 2)
3845 - 6125 (Weight: 2)
3893 - 4392 (Weight: 2)
3893 - 5305 (Weight: 2)
3893 - 6154 (Weight: 2)
3893 - 6155 (Weight: 2)
3895 - 5208 (Weight: 2)
3895 - 5213 (Weight: 2)
3899 - 4185 (Weight: 2)
3899 - 4188 (Weight: 2)
3900 - 3906 (Weight: 2)
3946 - 3948 (Weight: 2)
3949 - 5434 (Weight: 2)
3972 - 4722 (Weight: 2)
4020 - 5790 (Weight: 2)
4023 - 5602 (Weight: 2)
4056 - 5969 (Weight: 2)
4064 - 4537 (Weight: 2)
4073 - 4083 (Weight: 2)
4115 - 6325 (Weight: 2)
4115 - 6326 (Weight: 2)
4119 - 5511 (Weight: 2)
4134 - 6186 (Weight: 2)
4137 - 5510 (Weight: 2)
4179 - 4363 (Weight: 2)
4179 - 4366 (Weight: 2)
4179 - 4369 (Weight: 2)
4186 - 5487 (Weight: 2)
4238 - 4244 (Weight: 2)
4242 - 5455 (Weight: 2)
4242 - 5456 (Weight: 2)
4302 - 5443 (Weight: 2)
4337 - 5499 (Weight: 2)
4362 - 6348 (Weight: 2)
4368 - 5357 (Weight: 2)
4426 - 4866 (Weight: 2)
4471 - 5842 (Weight: 2)
4547 - 6304 (Weight: 2)
4547 - 6309 (Weight: 2)
4573 - 5135 (Weight: 2)
4573 - 5136 (Weight: 2)
4607 - 5175 (Weight: 2)
4665 - 6433 (Weight: 2)
4745 - 4774 (Weight: 2)
4901 - 5818 (Weight: 2)
4914 - 5948 (Weight: 2)
4929 - 5483 (Weight: 2)
4950 - 5105 (Weight: 2)
4974 - 5653 (Weight: 2)
4988 - 5007 (Weight: 2)
4988 - 6451 (Weight: 2)
4998 - 5823 (Weight: 2)
4998 - 6470 (Weight: 2)
5006 - 5824 (Weight: 2)
5075 - 5686 (Weight: 2)
5096 - 5097 (Weight: 2)
5109 - 6114 (Weight: 2)
5143 - 5221 (Weight: 2)
5239 - 5240 (Weight: 2)
5342 - 5862 (Weight: 2)
5349 - 5630 (Weight: 2)
5351 - 5467 (Weight: 2)
5462 - 5861 (Weight: 2)
5469 - 6340 (Weight: 2)
5670 - 6056 (Weight: 2)
5748 - 5809 (Weight: 2)
5873 - 5877 (Weight: 2)
5961 - 5964 (Weight: 2)
6207 - 6253 (Weight: 2)
0 - 29 (Weight: 3)
0 - 72 (Weight: 3)
0 - 113 (Weight: 3)
0 - 117 (Weight: 3)
0 - 143 (Weight: 3)
0 - 160 (Weight: 3)
0 - 165 (Weight: 3)
0 - 174 (Weight: 3)
0 - 176 (Weight: 3)
0 - 197 (Weight: 3)
0 - 218 (Weight: 3)
0 - 271 (Weight: 3)
0 - 274 (Weight: 3)
0 - 278 (Weight: 3)
0 - 286 (Weight: 3)
0 - 287 (Weight: 3)
0 - 292 (Weight: 3)
0 - 296 (Weight: 3)
0 - 307 (Weight: 3)
0 - 333 (Weight: 3)
0 - 336 (Weight: 3)
0 - 359 (Weight: 3)
0 - 370 (Weight: 3)
0 - 376 (Weight: 3)
1 - 75 (Weight: 3)
1 - 198 (Weight: 3)
1 - 270 (Weight: 3)
1 - 293 (Weight: 3)
1 - 346 (Weight: 3)
1 - 356 (Weight: 3)
1 - 373 (Weight: 3)
1 - 553 (Weight: 3)
1 - 575 (Weight: 3)
1 - 610 (Weight: 3)
1 - 613 (Weight: 3)
1 - 678 (Weight: 3)
1 - 702 (Weight: 3)
1 - 717 (Weight: 3)
1 - 734 (Weight: 3)
1 - 737 (Weight: 3)
1 - 769 (Weight: 3)
1 - 804 (Weight: 3)
1 - 943 (Weight: 3)
1 - 1059 (Weight: 3)
1 - 1072 (Weight: 3)
1 - 1109 (Weight: 3)
1 - 1124 (Weight: 3)
1 - 1143 (Weight: 3)
1 - 1166 (Weight: 3)
1 - 1173 (Weight: 3)
1 - 1182 (Weight: 3)
1 - 1183 (Weight: 3)
1 - 1198 (Weight: 3)
1 - 1203 (Weight: 3)
1 - 1215 (Weight: 3)
1 - 1219 (Weight: 3)
1 - 1228 (Weight: 3)
1 - 1237 (Weight: 3)
1 - 1241 (Weight: 3)
1 - 1267 (Weight: 3)
1 - 1278 (Weight: 3)
1 - 1283 (Weight: 3)
1 - 1296 (Weight: 3)
1 - 1305 (Weight: 3)
1 - 1307 (Weight: 3)
1 - 1370 (Weight: 3)
1 - 1380 (Weight: 3)
1 - 1418 (Weight: 3)
1 - 1421 (Weight: 3)
1 - 1427 (Weight: 3)
1 - 1433 (Weight: 3)
1 - 1451 (Weight: 3)
1 - 1457 (Weight: 3)
1 - 1477 (Weight: 3)
1 - 1489 (Weight: 3)
1 - 1521 (Weight: 3)
1 - 1528 (Weight: 3)
1 - 1541 (Weight: 3)
1 - 1549 (Weight: 3)
1 - 1556 (Weight: 3)
1 - 1562 (Weight: 3)
1 - 1576 (Weight: 3)
1 - 1598 (Weight: 3)
1 - 1621 (Weight: 3)
1 - 1626 (Weight: 3)
1 - 1663 (Weight: 3)
1 - 1673 (Weight: 3)
1 - 1676 (Weight: 3)
1 - 1679 (Weight: 3)
1 - 1686 (Weight: 3)
1 - 1688 (Weight: 3)
1 - 1697 (Weight: 3)
1 - 1701 (Weight: 3)
1 - 1707 (Weight: 3)
1 - 1724 (Weight: 3)
1 - 1742 (Weight: 3)
1 - 1749 (Weight: 3)
1 - 1785 (Weight: 3)
1 - 1831 (Weight: 3)
1 - 1832 (Weight: 3)
1 - 1846 (Weight: 3)
1 - 1847 (Weight: 3)
1 - 1850 (Weight: 3)
1 - 1853 (Weight: 3)
1 - 1864 (Weight: 3)
1 - 1879 (Weight: 3)
1 - 1885 (Weight: 3)
1 - 1886 (Weight: 3)
1 - 1891 (Weight: 3)
1 - 1901 (Weight: 3)
1 - 1903 (Weight: 3)
1 - 1904 (Weight: 3)
1 - 1915 (Weight: 3)
1 - 1921 (Weight: 3)
1 - 1962 (Weight: 3)
1 - 1964 (Weight: 3)
1 - 1977 (Weight: 3)
1 - 1992 (Weight: 3)
1 - 2008 (Weight: 3)
1 - 2010 (Weight: 3)
1 - 2017 (Weight: 3)
1 - 2042 (Weight: 3)
1 - 2057 (Weight: 3)
1 - 2067 (Weight: 3)
1 - 2087 (Weight: 3)
1 - 2093 (Weight: 3)
1 - 2103 (Weight: 3)
1 - 2106 (Weight: 3)
1 - 2120 (Weight: 3)
1 - 2129 (Weight: 3)
1 - 2135 (Weight: 3)
1 - 2155 (Weight: 3)
1 - 2162 (Weight: 3)
1 - 2173 (Weight: 3)
2 - 377 (Weight: 3)
2 - 457 (Weight: 3)
2 - 603 (Weight: 3)
2 - 1623 (Weight: 3)
2 - 2867 (Weight: 3)
2 - 3893 (Weight: 3)
2 - 3967 (Weight: 3)
2 - 3992 (Weight: 3)
2 - 3997 (Weight: 3)
2 - 4002 (Weight: 3)
2 - 4006 (Weight: 3)
2 - 4014 (Weight: 3)
2 - 4026 (Weight: 3)
2 - 4027 (Weight: 3)
2 - 4038 (Weight: 3)
4 - 888 (Weight: 3)
4 - 890 (Weight: 3)
4 - 895 (Weight: 3)
5 - 801 (Weight: 3)
5 - 916 (Weight: 3)
6 - 282 (Weight: 3)
6 - 322 (Weight: 3)
6 - 690 (Weight: 3)
6 - 746 (Weight: 3)
6 - 771 (Weight: 3)
6 - 939 (Weight: 3)
6 - 1057 (Weight: 3)
6 - 1067 (Weight: 3)
6 - 1194 (Weight: 3)
6 - 1303 (Weight: 3)
6 - 1348 (Weight: 3)
6 - 1723 (Weight: 3)
6 - 1857 (Weight: 3)
6 - 1941 (Weight: 3)
6 - 1983 (Weight: 3)
6 - 2014 (Weight: 3)
6 - 2583 (Weight: 3)
6 - 2645 (Weight: 3)
6 - 2697 (Weight: 3)
6 - 2714 (Weight: 3)
6 - 2715 (Weight: 3)
6 - 2753 (Weight: 3)
6 - 2811 (Weight: 3)
6 - 2897 (Weight: 3)
6 - 3216 (Weight: 3)
6 - 3697 (Weight: 3)
6 - 3706 (Weight: 3)
6 - 4107 (Weight: 3)
6 - 4380 (Weight: 3)
6 - 4557 (Weight: 3)
6 - 4568 (Weight: 3)
6 - 4582 (Weight: 3)
6 - 4592 (Weight: 3)
6 - 4631 (Weight: 3)
6 - 4649 (Weight: 3)
6 - 4663 (Weight: 3)
6 - 4673 (Weight: 3)
6 - 4676 (Weight: 3)
6 - 4688 (Weight: 3)
6 - 4689 (Weight: 3)
6 - 4691 (Weight: 3)
6 - 4704 (Weight: 3)
6 - 4706 (Weight: 3)
7 - 680 (Weight: 3)
7 - 1325 (Weight: 3)
7 - 1397 (Weight: 3)
7 - 2412 (Weight: 3)
7 - 2545 (Weight: 3)
7 - 2574 (Weight: 3)
7 - 3519 (Weight: 3)
7 - 3523 (Weight: 3)
7 - 4529 (Weight: 3)
7 - 4759 (Weight: 3)
7 - 4970 (Weight: 3)
7 - 5649 (Weight: 3)
7 - 5693 (Weight: 3)
7 - 5745 (Weight: 3)
7 - 5996 (Weight: 3)
7 - 6004 (Weight: 3)
7 - 6005 (Weight: 3)
7 - 6006 (Weight: 3)
7 - 6009 (Weight: 3)
7 - 6028 (Weight: 3)
8 - 3556 (Weight: 3)
8 - 3560 (Weight: 3)
8 - 3561 (Weight: 3)
8 - 3573 (Weight: 3)
8 - 3576 (Weight: 3)
9 - 114 (Weight: 3)
9 - 146 (Weight: 3)
9 - 319 (Weight: 3)
9 - 666 (Weight: 3)
9 - 753 (Weight: 3)
9 - 1095 (Weight: 3)
9 - 1117 (Weight: 3)
9 - 1236 (Weight: 3)
9 - 1273 (Weight: 3)
9 - 1470 (Weight: 3)
9 - 1547 (Weight: 3)
9 - 1583 (Weight: 3)
9 - 1751 (Weight: 3)
9 - 1772 (Weight: 3)
9 - 1898 (Weight: 3)
9 - 1935 (Weight: 3)
9 - 1940 (Weight: 3)
9 - 1947 (Weight: 3)
9 - 2603 (Weight: 3)
9 - 2606 (Weight: 3)
9 - 2613 (Weight: 3)
9 - 2637 (Weight: 3)
9 - 2647 (Weight: 3)
9 - 2650 (Weight: 3)
9 - 2695 (Weight: 3)
9 - 2718 (Weight: 3)
9 - 2721 (Weight: 3)
9 - 2735 (Weight: 3)
9 - 2750 (Weight: 3)
9 - 2761 (Weight: 3)
9 - 2766 (Weight: 3)
9 - 2774 (Weight: 3)
9 - 2778 (Weight: 3)
9 - 2788 (Weight: 3)
9 - 2792 (Weight: 3)
9 - 2805 (Weight: 3)
9 - 2878 (Weight: 3)
15 - 403 (Weight: 3)
15 - 429 (Weight: 3)
16 - 2604 (Weight: 3)
16 - 2605 (Weight: 3)
16 - 2607 (Weight: 3)
18 - 3091 (Weight: 3)
18 - 3111 (Weight: 3)
19 - 774 (Weight: 3)
19 - 1308 (Weight: 3)
19 - 5287 (Weight: 3)
19 - 5291 (Weight: 3)
20 - 2800 (Weight: 3)
20 - 4975 (Weight: 3)
21 - 1878 (Weight: 3)
21 - 2018 (Weight: 3)
21 - 2652 (Weight: 3)
21 - 4463 (Weight: 3)
21 - 4499 (Weight: 3)
21 - 4761 (Weight: 3)
21 - 5802 (Weight: 3)
22 - 1136 (Weight: 3)
22 - 1505 (Weight: 3)
22 - 1999 (Weight: 3)
22 - 2152 (Weight: 3)
22 - 2813 (Weight: 3)
22 - 2892 (Weight: 3)
22 - 3324 (Weight: 3)
22 - 3675 (Weight: 3)
22 - 3710 (Weight: 3)
22 - 3711 (Weight: 3)
22 - 3713 (Weight: 3)
22 - 3714 (Weight: 3)
22 - 3715 (Weight: 3)
24 - 5623 (Weight: 3)
24 - 5627 (Weight: 3)
26 - 1479 (Weight: 3)
26 - 3203 (Weight: 3)
26 - 3210 (Weight: 3)
26 - 3211 (Weight: 3)
26 - 3212 (Weight: 3)
26 - 3222 (Weight: 3)
26 - 3225 (Weight: 3)
26 - 3231 (Weight: 3)
27 - 2646 (Weight: 3)
28 - 2293 (Weight: 3)
28 - 2747 (Weight: 3)
28 - 3468 (Weight: 3)
28 - 3502 (Weight: 3)
28 - 5143 (Weight: 3)
28 - 5606 (Weight: 3)
28 - 5770 (Weight: 3)
28 - 5774 (Weight: 3)
28 - 5787 (Weight: 3)
31 - 2117 (Weight: 3)
31 - 2567 (Weight: 3)
31 - 3464 (Weight: 3)
31 - 4644 (Weight: 3)
31 - 4645 (Weight: 3)
31 - 5053 (Weight: 3)
31 - 5564 (Weight: 3)
31 - 5569 (Weight: 3)
34 - 4512 (Weight: 3)
34 - 6423 (Weight: 3)
38 - 40 (Weight: 3)
38 - 2282 (Weight: 3)
38 - 5679 (Weight: 3)
39 - 625 (Weight: 3)
39 - 627 (Weight: 3)
41 - 577 (Weight: 3)
41 - 643 (Weight: 3)
41 - 647 (Weight: 3)
41 - 685 (Weight: 3)
41 - 687 (Weight: 3)
41 - 696 (Weight: 3)
41 - 701 (Weight: 3)
41 - 709 (Weight: 3)
41 - 732 (Weight: 3)
41 - 738 (Weight: 3)
41 - 757 (Weight: 3)
41 - 763 (Weight: 3)
41 - 772 (Weight: 3)
41 - 775 (Weight: 3)
41 - 789 (Weight: 3)
41 - 790 (Weight: 3)
41 - 797 (Weight: 3)
41 - 799 (Weight: 3)
42 - 844 (Weight: 3)
42 - 3170 (Weight: 3)
47 - 628 (Weight: 3)
47 - 695 (Weight: 3)
47 - 937 (Weight: 3)
47 - 1105 (Weight: 3)
47 - 1503 (Weight: 3)
47 - 3194 (Weight: 3)
47 - 4376 (Weight: 3)
47 - 4383 (Weight: 3)
47 - 4396 (Weight: 3)
48 - 1107 (Weight: 3)
49 - 316 (Weight: 3)
49 - 1431 (Weight: 3)
49 - 1634 (Weight: 3)
51 - 557 (Weight: 3)
52 - 1486 (Weight: 3)
52 - 5550 (Weight: 3)
52 - 5552 (Weight: 3)
52 - 5553 (Weight: 3)
53 - 822 (Weight: 3)
55 - 5365 (Weight: 3)
56 - 1978 (Weight: 3)
56 - 4465 (Weight: 3)
56 - 4695 (Weight: 3)
56 - 4886 (Weight: 3)
56 - 5089 (Weight: 3)
56 - 5090 (Weight: 3)
57 - 5979 (Weight: 3)
60 - 297 (Weight: 3)
60 - 1155 (Weight: 3)
60 - 1258 (Weight: 3)
60 - 1616 (Weight: 3)
60 - 2550 (Weight: 3)
60 - 2551 (Weight: 3)
60 - 2844 (Weight: 3)
60 - 4481 (Weight: 3)
60 - 4482 (Weight: 3)
60 - 4495 (Weight: 3)
60 - 4497 (Weight: 3)
60 - 4505 (Weight: 3)
60 - 4508 (Weight: 3)
62 - 6351 (Weight: 3)
63 - 238 (Weight: 3)
63 - 1530 (Weight: 3)
63 - 4882 (Weight: 3)
64 - 207 (Weight: 3)
64 - 2221 (Weight: 3)
64 - 4260 (Weight: 3)
64 - 4267 (Weight: 3)
65 - 3892 (Weight: 3)
65 - 4230 (Weight: 3)
67 - 2975 (Weight: 3)
67 - 4130 (Weight: 3)
67 - 4135 (Weight: 3)
67 - 4142 (Weight: 3)
67 - 4152 (Weight: 3)
68 - 5095 (Weight: 3)
70 - 1150 (Weight: 3)
76 - 4561 (Weight: 3)
76 - 4895 (Weight: 3)
76 - 6419 (Weight: 3)
86 - 3311 (Weight: 3)
87 - 5293 (Weight: 3)
92 - 760 (Weight: 3)
92 - 1468 (Weight: 3)
100 - 4745 (Weight: 3)
110 - 5973 (Weight: 3)
111 - 381 (Weight: 3)
117 - 6036 (Weight: 3)
119 - 1636 (Weight: 3)
130 - 5983 (Weight: 3)
131 - 1852 (Weight: 3)
131 - 3744 (Weight: 3)
131 - 3746 (Weight: 3)
132 - 3039 (Weight: 3)
135 - 5611 (Weight: 3)
154 - 1458 (Weight: 3)
162 - 653 (Weight: 3)
176 - 3151 (Weight: 3)
176 - 3158 (Weight: 3)
178 - 1066 (Weight: 3)
180 - 2861 (Weight: 3)
180 - 3451 (Weight: 3)
180 - 3453 (Weight: 3)
180 - 3459 (Weight: 3)
180 - 3460 (Weight: 3)
201 - 1285 (Weight: 3)
211 - 1454 (Weight: 3)
219 - 3478 (Weight: 3)
219 - 3480 (Weight: 3)
220 - 4570 (Weight: 3)
228 - 303 (Weight: 3)
242 - 1560 (Weight: 3)
245 - 1563 (Weight: 3)
