Kruskal's Minimum Spanning Tree:
475 - 2281 (Weight: 4)
476 - 1726 (Weight: 4)
476 - 2508 (Weight: 4)
476 - 2511 (Weight: 4)
476 - 2521 (Weight: 4)
476 - 2523 (Weight: 4)
483 - 853 (Weight: 4)
489 - 492 (Weight: 4)
490 - 3415 (Weight: 4)
495 - 4102 (Weight: 4)
536 - 4942 (Weight: 4)
536 - 4946 (Weight: 4)
537 - 4042 (Weight: 4)
537 - 4044 (Weight: 4)
539 - 2306 (Weight: 4)
539 - 3637 (Weight: 4)
540 - 4437 (Weight: 4)
540 - 4448 (Weight: 4)
540 - 4449 (Weight: 4)
541 - 542 (Weight: 4)
547 - 3543 (Weight: 4)
547 - 3551 (Weight: 4)
547 - 3629 (Weight: 4)
550 - 4146 (Weight: 4)
550 - 5356 (Weight: 4)
551 - 2195 (Weight: 4)
551 - 3076 (Weight: 4)
551 - 3251 (Weight: 4)
551 - 3255 (Weight: 4)
551 - 3303 (Weight: 4)
561 - 3625 (Weight: 4)
562 - 3619 (Weight: 4)
563 - 570 (Weight: 4)
563 - 4906 (Weight: 4)
563 - 4908 (Weight: 4)
585 - 3387 (Weight: 4)
589 - 3153 (Weight: 4)
604 - 684 (Weight: 4)
607 - 2834 (Weight: 4)
624 - 4565 (Weight: 4)
631 - 3536 (Weight: 4)
631 - 3616 (Weight: 4)
635 - 3120 (Weight: 4)
635 - 6148 (Weight: 4)
661 - 910 (Weight: 4)
663 - 6398 (Weight: 4)
709 - 3913 (Weight: 4)
801 - 4786 (Weight: 4)
801 - 4796 (Weight: 4)
801 - 4797 (Weight: 4)
801 - 4811 (Weight: 4)
801 - 4812 (Weight: 4)
801 - 4835 (Weight: 4)
817 - 3341 (Weight: 4)
819 - 2178 (Weight: 4)
819 - 6042 (Weight: 4)
820 - 4601 (Weight: 4)
820 - 5594 (Weight: 4)
829 - 2392 (Weight: 4)
843 - 1009 (Weight: 4)
843 - 1024 (Weight: 4)
845 - 1005 (Weight: 4)
845 - 5825 (Weight: 4)
845 - 5827 (Weight: 4)
845 - 5828 (Weight: 4)
847 - 5820 (Weight: 4)
848 - 853 (Weight: 4)
856 - 2483 (Weight: 4)
856 - 3220 (Weight: 4)
858 - 1000 (Weight: 4)
862 - 2481 (Weight: 4)
863 - 4154 (Weight: 4)
863 - 4280 (Weight: 4)
864 - 4252 (Weight: 4)
874 - 1971 (Weight: 4)
876 - 4080 (Weight: 4)
899 - 4537 (Weight: 4)
902 - 2960 (Weight: 4)
902 - 4304 (Weight: 4)
902 - 4311 (Weight: 4)
902 - 4312 (Weight: 4)
904 - 4426 (Weight: 4)
904 - 5044 (Weight: 4)
914 - 2617 (Weight: 4)
921 - 6133 (Weight: 4)
923 - 4670 (Weight: 4)
926 - 1645 (Weight: 4)
930 - 2763 (Weight: 4)
932 - 3046 (Weight: 4)
938 - 5066 (Weight: 4)
938 - 5072 (Weight: 4)
941 - 4340 (Weight: 4)
959 - 2417 (Weight: 4)
959 - 3526 (Weight: 4)
960 - 2609 (Weight: 4)
972 - 2233 (Weight: 4)
995 - 2973 (Weight: 4)
1000 - 2375 (Weight: 4)
1000 - 3127 (Weight: 4)
1000 - 3408 (Weight: 4)
1008 - 3807 (Weight: 4)
1010 - 6044 (Weight: 4)
1032 - 1218 (Weight: 4)
1032 - 1261 (Weight: 4)
1032 - 1324 (Weight: 4)
1032 - 1599 (Weight: 4)
1032 - 3463 (Weight: 4)
1032 - 4483 (Weight: 4)
1032 - 4664 (Weight: 4)
1032 - 5074 (Weight: 4)
1032 - 5577 (Weight: 4)
1032 - 5684 (Weight: 4)
1032 - 5727 (Weight: 4)
1032 - 5728 (Weight: 4)
1032 - 5732 (Weight: 4)
1032 - 5734 (Weight: 4)
1045 - 3828 (Weight: 4)
1045 - 3829 (Weight: 4)
1045 - 3830 (Weight: 4)
1050 - 4736 (Weight: 4)
1059 - 5701 (Weight: 4)
1079 - 3107 (Weight: 4)
1083 - 1309 (Weight: 4)
1091 - 2459 (Weight: 4)
1092 - 2423 (Weight: 4)
1092 - 2429 (Weight: 4)
1092 - 2433 (Weight: 4)
1092 - 2439 (Weight: 4)
1103 - 4640 (Weight: 4)
1108 - 5245 (Weight: 4)
1108 - 5250 (Weight: 4)
1112 - 3641 (Weight: 4)
1112 - 4220 (Weight: 4)
1112 - 4234 (Weight: 4)
1112 - 4235 (Weight: 4)
1118 - 1575 (Weight: 4)
1118 - 4935 (Weight: 4)
1118 - 5463 (Weight: 4)
1121 - 2299 (Weight: 4)
1121 - 2311 (Weight: 4)
1139 - 3502 (Weight: 4)
1196 - 6389 (Weight: 4)
1196 - 6399 (Weight: 4)
1196 - 6401 (Weight: 4)
1213 - 5302 (Weight: 4)
1285 - 4403 (Weight: 4)
1290 - 3750 (Weight: 4)
1291 - 3981 (Weight: 4)
1291 - 4018 (Weight: 4)
1311 - 2319 (Weight: 4)
1339 - 3168 (Weight: 4)
1340 - 3506 (Weight: 4)
1346 - 5643 (Weight: 4)
1384 - 6185 (Weight: 4)
1385 - 1485 (Weight: 4)
1398 - 4738 (Weight: 4)
1403 - 3028 (Weight: 4)
1418 - 4986 (Weight: 4)
1418 - 4992 (Weight: 4)
1418 - 4996 (Weight: 4)
1418 - 5005 (Weight: 4)
1418 - 5009 (Weight: 4)
1558 - 1559 (Weight: 4)
1558 - 4113 (Weight: 4)
1558 - 5012 (Weight: 4)
1558 - 6189 (Weight: 4)
1565 - 6355 (Weight: 4)
1576 - 6458 (Weight: 4)
1613 - 3093 (Weight: 4)
1639 - 5791 (Weight: 4)
1720 - 5034 (Weight: 4)
1728 - 5228 (Weight: 4)
1729 - 3870 (Weight: 4)
1739 - 5238 (Weight: 4)
1746 - 4487 (Weight: 4)
1907 - 2588 (Weight: 4)
1907 - 6160 (Weight: 4)
1998 - 5694 (Weight: 4)
2181 - 2284 (Weight: 4)
2181 - 3202 (Weight: 4)
2181 - 3366 (Weight: 4)
2183 - 4163 (Weight: 4)
2183 - 4165 (Weight: 4)
2191 - 3888 (Weight: 4)
2193 - 2402 (Weight: 4)
2196 - 3130 (Weight: 4)
2199 - 5353 (Weight: 4)
2199 - 5479 (Weight: 4)
2202 - 4257 (Weight: 4)
2202 - 5884 (Weight: 4)
2203 - 4344 (Weight: 4)
2206 - 2945 (Weight: 4)
2218 - 3072 (Weight: 4)
2218 - 3075 (Weight: 4)
2220 - 3944 (Weight: 4)
2265 - 6211 (Weight: 4)
2313 - 4861 (Weight: 4)
2405 - 3087 (Weight: 4)
2407 - 3178 (Weight: 4)
2407 - 3425 (Weight: 4)
2407 - 3474 (Weight: 4)
2407 - 3514 (Weight: 4)
2412 - 3878 (Weight: 4)
2419 - 2444 (Weight: 4)
2451 - 2452 (Weight: 4)
2464 - 3586 (Weight: 4)
2489 - 5187 (Weight: 4)
2491 - 3850 (Weight: 4)
2495 - 3197 (Weight: 4)
2513 - 3978 (Weight: 4)
2563 - 2566 (Weight: 4)
2580 - 6428 (Weight: 4)
2590 - 4927 (Weight: 4)
2590 - 4928 (Weight: 4)
2590 - 4932 (Weight: 4)
2593 - 3264 (Weight: 4)
2602 - 3789 (Weight: 4)
2604 - 5592 (Weight: 4)
2610 - 3760 (Weight: 4)
2610 - 3763 (Weight: 4)
2610 - 3768 (Weight: 4)
2610 - 4789 (Weight: 4)
2610 - 4803 (Weight: 4)
2610 - 4853 (Weight: 4)
2610 - 5203 (Weight: 4)
2629 - 3977 (Weight: 4)
2635 - 3753 (Weight: 4)
2635 - 3764 (Weight: 4)
2635 - 3770 (Weight: 4)
2747 - 5186 (Weight: 4)
2915 - 2916 (Weight: 4)
2921 - 4170 (Weight: 4)
2991 - 5351 (Weight: 4)
3007 - 3260 (Weight: 4)
3007 - 6334 (Weight: 4)
3058 - 3920 (Weight: 4)
3058 - 6230 (Weight: 4)
3058 - 6236 (Weight: 4)
3058 - 6243 (Weight: 4)
3059 - 5917 (Weight: 4)
3062 - 3485 (Weight: 4)
3073 - 5920 (Weight: 4)
3093 - 3117 (Weight: 4)
3194 - 3772 (Weight: 4)
3197 - 3847 (Weight: 4)
3197 - 3865 (Weight: 4)
3210 - 5314 (Weight: 4)
3250 - 3801 (Weight: 4)
3255 - 5464 (Weight: 4)
3258 - 5531 (Weight: 4)
3259 - 3475 (Weight: 4)
3260 - 6251 (Weight: 4)
3261 - 4138 (Weight: 4)
3266 - 4217 (Weight: 4)
3266 - 4225 (Weight: 4)
3267 - 4301 (Weight: 4)
3268 - 6213 (Weight: 4)
3268 - 6275 (Weight: 4)
3278 - 3280 (Weight: 4)
3376 - 6226 (Weight: 4)
3379 - 3384 (Weight: 4)
3380 - 5529 (Weight: 4)
3410 - 3412 (Weight: 4)
3415 - 3418 (Weight: 4)
3426 - 3430 (Weight: 4)
3426 - 3431 (Weight: 4)
3433 - 4929 (Weight: 4)
3435 - 6252 (Weight: 4)
3435 - 6356 (Weight: 4)
3486 - 3776 (Weight: 4)
3486 - 4343 (Weight: 4)
3486 - 5487 (Weight: 4)
3486 - 5489 (Weight: 4)
3533 - 6100 (Weight: 4)
3543 - 3633 (Weight: 4)
3545 - 5148 (Weight: 4)
3565 - 3576 (Weight: 4)
3615 - 5470 (Weight: 4)
3626 - 5183 (Weight: 4)
3646 - 5394 (Weight: 4)
3774 - 3777 (Weight: 4)
3796 - 4240 (Weight: 4)
3810 - 5435 (Weight: 4)
3832 - 5143 (Weight: 4)
3834 - 3836 (Weight: 4)
3845 - 6120 (Weight: 4)
3845 - 6128 (Weight: 4)
3893 - 6158 (Weight: 4)
3895 - 5206 (Weight: 4)
3899 - 4095 (Weight: 4)
3899 - 4182 (Weight: 4)
3899 - 4186 (Weight: 4)
3900 - 3911 (Weight: 4)
3922 - 6328 (Weight: 4)
3959 - 3962 (Weight: 4)
3959 - 3963 (Weight: 4)
3973 - 4753 (Weight: 4)
4073 - 5855 (Weight: 4)
4119 - 5867 (Weight: 4)
4137 - 5509 (Weight: 4)
4173 - 5867 (Weight: 4)
4305 - 6253 (Weight: 4)
4318 - 4481 (Weight: 4)
4334 - 6191 (Weight: 4)
4334 - 6193 (Weight: 4)
4339 - 6462 (Weight: 4)
4403 - 4717 (Weight: 4)
4547 - 5445 (Weight: 4)
4547 - 5966 (Weight: 4)
4547 - 6301 (Weight: 4)
4547 - 6303 (Weight: 4)
4549 - 5534 (Weight: 4)
4573 - 5131 (Weight: 4)
4573 - 5133 (Weight: 4)
4576 - 5944 (Weight: 4)
4578 - 5453 (Weight: 4)
4606 - 5177 (Weight: 4)
4645 - 4690 (Weight: 4)
4739 - 4740 (Weight: 4)
4922 - 4988 (Weight: 4)
4988 - 4997 (Weight: 4)
5037 - 5174 (Weight: 4)
5059 - 5060 (Weight: 4)
5119 - 5184 (Weight: 4)
5180 - 5223 (Weight: 4)
5347 - 5481 (Weight: 4)
5353 - 5853 (Weight: 4)
5363 - 5364 (Weight: 4)
5461 - 5462 (Weight: 4)
5470 - 5887 (Weight: 4)
5470 - 5888 (Weight: 4)
5516 - 6322 (Weight: 4)
5867 - 5959 (Weight: 4)
5894 - 6373 (Weight: 4)
5961 - 5962 (Weight: 4)
6290 - 6291 (Weight: 4)
0 - 109 (Weight: 5)
0 - 112 (Weight: 5)
0 - 145 (Weight: 5)
0 - 149 (Weight: 5)
0 - 163 (Weight: 5)
0 - 175 (Weight: 5)
0 - 184 (Weight: 5)
0 - 214 (Weight: 5)
0 - 215 (Weight: 5)
0 - 252 (Weight: 5)
0 - 259 (Weight: 5)
0 - 288 (Weight: 5)
0 - 302 (Weight: 5)
0 - 308 (Weight: 5)
0 - 314 (Weight: 5)
0 - 317 (Weight: 5)
0 - 334 (Weight: 5)
0 - 345 (Weight: 5)
0 - 375 (Weight: 5)
1 - 310 (Weight: 5)
1 - 499 (Weight: 5)
1 - 641 (Weight: 5)
1 - 644 (Weight: 5)
1 - 652 (Weight: 5)
1 - 659 (Weight: 5)
1 - 716 (Weight: 5)
1 - 749 (Weight: 5)
1 - 833 (Weight: 5)
1 - 997 (Weight: 5)
1 - 1070 (Weight: 5)
1 - 1075 (Weight: 5)
1 - 1106 (Weight: 5)
1 - 1158 (Weight: 5)
1 - 1167 (Weight: 5)
1 - 1175 (Weight: 5)
1 - 1231 (Weight: 5)
1 - 1246 (Weight: 5)
1 - 1257 (Weight: 5)
1 - 1271 (Weight: 5)
1 - 1288 (Weight: 5)
1 - 1292 (Weight: 5)
1 - 1293 (Weight: 5)
1 - 1294 (Weight: 5)
1 - 1319 (Weight: 5)
1 - 1350 (Weight: 5)
1 - 1363 (Weight: 5)
1 - 1371 (Weight: 5)
1 - 1379 (Weight: 5)
1 - 1381 (Weight: 5)
1 - 1382 (Weight: 5)
1 - 1385 (Weight: 5)
1 - 1404 (Weight: 5)
1 - 1407 (Weight: 5)
1 - 1416 (Weight: 5)
1 - 1430 (Weight: 5)
1 - 1437 (Weight: 5)
1 - 1442 (Weight: 5)
1 - 1443 (Weight: 5)
1 - 1453 (Weight: 5)
1 - 1461 (Weight: 5)
1 - 1512 (Weight: 5)
1 - 1519 (Weight: 5)
1 - 1536 (Weight: 5)
1 - 1586 (Weight: 5)
1 - 1602 (Weight: 5)
1 - 1606 (Weight: 5)
1 - 1607 (Weight: 5)
1 - 1630 (Weight: 5)
1 - 1655 (Weight: 5)
1 - 1705 (Weight: 5)
1 - 1710 (Weight: 5)
1 - 1752 (Weight: 5)
1 - 1764 (Weight: 5)
1 - 1777 (Weight: 5)
1 - 1790 (Weight: 5)
1 - 1803 (Weight: 5)
1 - 1817 (Weight: 5)
1 - 1822 (Weight: 5)
1 - 1830 (Weight: 5)
1 - 1839 (Weight: 5)
1 - 1862 (Weight: 5)
1 - 1948 (Weight: 5)
1 - 1955 (Weight: 5)
1 - 1998 (Weight: 5)
1 - 2026 (Weight: 5)
1 - 2040 (Weight: 5)
1 - 2052 (Weight: 5)
1 - 2071 (Weight: 5)
1 - 2072 (Weight: 5)
1 - 2083 (Weight: 5)
1 - 2084 (Weight: 5)
1 - 2085 (Weight: 5)
1 - 2088 (Weight: 5)
1 - 2096 (Weight: 5)
1 - 2102 (Weight: 5)
1 - 2105 (Weight: 5)
1 - 2148 (Weight: 5)
1 - 2159 (Weight: 5)
1 - 2170 (Weight: 5)
1 - 2171 (Weight: 5)
2 - 269 (Weight: 5)
2 - 2154 (Weight: 5)
2 - 2572 (Weight: 5)
2 - 2673 (Weight: 5)
2 - 3980 (Weight: 5)
2 - 3983 (Weight: 5)
2 - 4004 (Weight: 5)
2 - 4032 (Weight: 5)
3 - 1740 (Weight: 5)
3 - 3377 (Weight: 5)
3 - 3447 (Weight: 5)
4 - 891 (Weight: 5)
5 - 398 (Weight: 5)
5 - 907 (Weight: 5)
6 - 1029 (Weight: 5)
6 - 1179 (Weight: 5)
6 - 1328 (Weight: 5)
6 - 1693 (Weight: 5)
6 - 1757 (Weight: 5)
6 - 1788 (Weight: 5)
6 - 1826 (Weight: 5)
6 - 1877 (Weight: 5)
6 - 1893 (Weight: 5)
6 - 1939 (Weight: 5)
6 - 1994 (Weight: 5)
6 - 2562 (Weight: 5)
6 - 2682 (Weight: 5)
6 - 2783 (Weight: 5)
6 - 2806 (Weight: 5)
6 - 2824 (Weight: 5)
6 - 4434 (Weight: 5)
6 - 4564 (Weight: 5)
6 - 4567 (Weight: 5)
6 - 4579 (Weight: 5)
6 - 4594 (Weight: 5)
6 - 4598 (Weight: 5)
6 - 4616 (Weight: 5)
6 - 4632 (Weight: 5)
6 - 4652 (Weight: 5)
6 - 4665 (Weight: 5)
6 - 4666 (Weight: 5)
6 - 4674 (Weight: 5)
6 - 4686 (Weight: 5)
6 - 4711 (Weight: 5)
7 - 622 (Weight: 5)
7 - 706 (Weight: 5)
7 - 1080 (Weight: 5)
7 - 1255 (Weight: 5)
7 - 5304 (Weight: 5)
7 - 5648 (Weight: 5)
7 - 5759 (Weight: 5)
7 - 5989 (Weight: 5)
7 - 5997 (Weight: 5)
7 - 5999 (Weight: 5)
7 - 6000 (Weight: 5)
7 - 6014 (Weight: 5)
7 - 6023 (Weight: 5)
8 - 244 (Weight: 5)
8 - 3562 (Weight: 5)
8 - 3575 (Weight: 5)
9 - 759 (Weight: 5)
9 - 1284 (Weight: 5)
9 - 1445 (Weight: 5)
9 - 1609 (Weight: 5)
9 - 1612 (Weight: 5)
9 - 1767 (Weight: 5)
9 - 1778 (Weight: 5)
9 - 1811 (Weight: 5)
9 - 1918 (Weight: 5)
9 - 1951 (Weight: 5)
9 - 2167 (Weight: 5)
9 - 2581 (Weight: 5)
9 - 2582 (Weight: 5)
9 - 2619 (Weight: 5)
9 - 2634 (Weight: 5)
9 - 2664 (Weight: 5)
9 - 2679 (Weight: 5)
9 - 2683 (Weight: 5)
9 - 2733 (Weight: 5)
9 - 2781 (Weight: 5)
9 - 2784 (Weight: 5)
9 - 2787 (Weight: 5)
9 - 2796 (Weight: 5)
9 - 2820 (Weight: 5)
9 - 2821 (Weight: 5)
9 - 2826 (Weight: 5)
9 - 2846 (Weight: 5)
9 - 2857 (Weight: 5)
9 - 2863 (Weight: 5)
9 - 2865 (Weight: 5)
9 - 2869 (Weight: 5)
9 - 2883 (Weight: 5)
9 - 2902 (Weight: 5)
12 - 4605 (Weight: 5)
15 - 616 (Weight: 5)
15 - 837 (Weight: 5)
15 - 1026 (Weight: 5)
16 - 3813 (Weight: 5)
18 - 1054 (Weight: 5)
18 - 3110 (Weight: 5)
18 - 3148 (Weight: 5)
19 - 3439 (Weight: 5)
19 - 5289 (Weight: 5)
20 - 4388 (Weight: 5)
20 - 4981 (Weight: 5)
21 - 4762 (Weight: 5)
21 - 5789 (Weight: 5)
21 - 5794 (Weight: 5)
21 - 5797 (Weight: 5)
22 - 1648 (Weight: 5)
22 - 1780 (Weight: 5)
22 - 1897 (Weight: 5)
22 - 1968 (Weight: 5)
22 - 1989 (Weight: 5)
22 - 3649 (Weight: 5)
22 - 3656 (Weight: 5)
22 - 3661 (Weight: 5)
22 - 3717 (Weight: 5)
24 - 2027 (Weight: 5)
24 - 3745 (Weight: 5)
24 - 4423 (Weight: 5)
24 - 5613 (Weight: 5)
24 - 5614 (Weight: 5)
24 - 5615 (Weight: 5)
24 - 5632 (Weight: 5)
24 - 5633 (Weight: 5)
26 - 3195 (Weight: 5)
26 - 3206 (Weight: 5)
26 - 3213 (Weight: 5)
26 - 3238 (Weight: 5)
28 - 2176 (Weight: 5)
28 - 3875 (Weight: 5)
28 - 4860 (Weight: 5)
28 - 5783 (Weight: 5)
31 - 1212 (Weight: 5)
31 - 2831 (Weight: 5)
34 - 741 (Weight: 5)
38 - 3722 (Weight: 5)
38 - 5675 (Weight: 5)
38 - 5680 (Weight: 5)
38 - 5681 (Weight: 5)
41 - 342 (Weight: 5)
41 - 361 (Weight: 5)
41 - 645 (Weight: 5)
41 - 651 (Weight: 5)
41 - 660 (Weight: 5)
41 - 681 (Weight: 5)
41 - 729 (Weight: 5)
41 - 764 (Weight: 5)
41 - 773 (Weight: 5)
41 - 805 (Weight: 5)
47 - 4375 (Weight: 5)
47 - 4382 (Weight: 5)
47 - 4384 (Weight: 5)
47 - 4393 (Weight: 5)
48 - 4473 (Weight: 5)
49 - 1800 (Weight: 5)
49 - 5282 (Weight: 5)
51 - 576 (Weight: 5)
51 - 592 (Weight: 5)
52 - 3521 (Weight: 5)
52 - 4862 (Weight: 5)
56 - 5056 (Weight: 5)
60 - 103 (Weight: 5)
60 - 224 (Weight: 5)
60 - 4029 (Weight: 5)
60 - 4470 (Weight: 5)
60 - 4489 (Weight: 5)
60 - 4502 (Weight: 5)
62 - 5426 (Weight: 5)
63 - 4885 (Weight: 5)
63 - 4887 (Weight: 5)
64 - 3345 (Weight: 5)
65 - 2283 (Weight: 5)
65 - 5362 (Weight: 5)
67 - 4149 (Weight: 5)
76 - 6047 (Weight: 5)
76 - 6417 (Weight: 5)
86 - 2708 (Weight: 5)
88 - 3970 (Weight: 5)
91 - 6040 (Weight: 5)
101 - 425 (Weight: 5)
101 - 951 (Weight: 5)
117 - 664 (Weight: 5)
117 - 1973 (Weight: 5)
117 - 2701 (Weight: 5)
118 - 5127 (Weight: 5)
129 - 3298 (Weight: 5)
129 - 4200 (Weight: 5)
156 - 653 (Weight: 5)
173 - 3695 (Weight: 5)
182 - 6170 (Weight: 5)
192 - 3532 (Weight: 5)
216 - 4618 (Weight: 5)
248 - 4923 (Weight: 5)
253 - 551 (Weight: 5)
271 - 1620 (Weight: 5)
381 - 472 (Weight: 5)
381 - 530 (Weight: 5)
384 - 4067 (Weight: 5)
388 - 389 (Weight: 5)
388 - 482 (Weight: 5)
394 - 2836 (Weight: 5)
394 - 3321 (Weight: 5)
394 - 3322 (Weight: 5)
394 - 3328 (Weight: 5)
419 - 421 (Weight: 5)
420 - 452 (Weight: 5)
420 - 3183 (Weight: 5)
423 - 697 (Weight: 5)
423 - 1956 (Weight: 5)
423 - 2546 (Weight: 5)
436 - 438 (Weight: 5)
437 - 5476 (Weight: 5)
438 - 2305 (Weight: 5)
438 - 3441 (Weight: 5)
438 - 4398 (Weight: 5)
438 - 4904 (Weight: 5)
438 - 4952 (Weight: 5)
438 - 5111 (Weight: 5)
439 - 4073 (Weight: 5)
446 - 448 (Weight: 5)
456 - 815 (Weight: 5)
456 - 1036 (Weight: 5)
456 - 2326 (Weight: 5)
456 - 2333 (Weight: 5)
456 - 2352 (Weight: 5)
456 - 2358 (Weight: 5)
456 - 2364 (Weight: 5)
456 - 2373 (Weight: 5)
456 - 2378 (Weight: 5)
468 - 470 (Weight: 5)
475 - 884 (Weight: 5)
475 - 2245 (Weight: 5)
475 - 2262 (Weight: 5)
475 - 2267 (Weight: 5)
475 - 2270 (Weight: 5)
475 - 2271 (Weight: 5)
476 - 2490 (Weight: 5)
476 - 2504 (Weight: 5)
476 - 2524 (Weight: 5)
476 - 2527 (Weight: 5)
476 - 2529 (Weight: 5)
476 - 2537 (Weight: 5)
476 - 2543 (Weight: 5)
483 - 850 (Weight: 5)
491 - 998 (Weight: 5)
504 - 813 (Weight: 5)
535 - 5142 (Weight: 5)
536 - 4944 (Weight: 5)
536 - 4947 (Weight: 5)
536 - 4949 (Weight: 5)
536 - 4958 (Weight: 5)
536 - 4959 (Weight: 5)
550 - 2182 (Weight: 5)
550 - 4243 (Weight: 5)
550 - 4338 (Weight: 5)
550 - 5331 (Weight: 5)
550 - 5345 (Weight: 5)
550 - 5352 (Weight: 5)
551 - 3270 (Weight: 5)
551 - 3295 (Weight: 5)
552 - 3049 (Weight: 5)
562 - 3577 (Weight: 5)
562 - 3631 (Weight: 5)
563 - 4905 (Weight: 5)
570 - 4354 (Weight: 5)
579 - 5458 (Weight: 5)
626 - 1908 (Weight: 5)
629 - 2506 (Weight: 5)
629 - 5173 (Weight: 5)
629 - 6074 (Weight: 5)
629 - 6078 (Weight: 5)
629 - 6086 (Weight: 5)
629 - 6087 (Weight: 5)
629 - 6093 (Weight: 5)
630 - 2525 (Weight: 5)
631 - 3613 (Weight: 5)
631 - 3623 (Weight: 5)
661 - 3957 (Weight: 5)
663 - 3530 (Weight: 5)
783 - 2003 (Weight: 5)
801 - 4783 (Weight: 5)
801 - 4806 (Weight: 5)
801 - 4813 (Weight: 5)
801 - 4818 (Weight: 5)
801 - 4820 (Weight: 5)
801 - 4823 (Weight: 5)
801 - 4824 (Weight: 5)
801 - 4828 (Weight: 5)
801 - 4840 (Weight: 5)
816 - 817 (Weight: 5)
820 - 1782 (Weight: 5)
820 - 5596 (Weight: 5)
820 - 5599 (Weight: 5)
829 - 955 (Weight: 5)
829 - 2341 (Weight: 5)
829 - 2393 (Weight: 5)
854 - 4723 (Weight: 5)
856 - 2479 (Weight: 5)
856 - 4337 (Weight: 5)
856 - 4339 (Weight: 5)
857 - 5430 (Weight: 5)
859 - 981 (Weight: 5)
860 - 3399 (Weight: 5)
862 - 2478 (Weight: 5)
863 - 2189 (Weight: 5)
864 - 4242 (Weight: 5)
869 - 2324 (Weight: 5)
874 - 4000 (Weight: 5)
877 - 4319 (Weight: 5)
878 - 6200 (Weight: 5)
885 - 5516 (Weight: 5)
892 - 3020 (Weight: 5)
900 - 3032 (Weight: 5)
900 - 3033 (Weight: 5)
900 - 3036 (Weight: 5)
900 - 3037 (Weight: 5)
901 - 5411 (Weight: 5)
901 - 5413 (Weight: 5)
902 - 4307 (Weight: 5)
902 - 4314 (Weight: 5)
903 - 4049 (Weight: 5)
903 - 4050 (Weight: 5)
903 - 4052 (Weight: 5)
903 - 4056 (Weight: 5)
923 - 2037 (Weight: 5)
923 - 2903 (Weight: 5)
923 - 3101 (Weight: 5)
930 - 2901 (Weight: 5)
930 - 4966 (Weight: 5)
933 - 4031 (Weight: 5)
938 - 5065 (Weight: 5)
938 - 5067 (Weight: 5)
938 - 5073 (Weight: 5)
971 - 2407 (Weight: 5)
978 - 3350 (Weight: 5)
995 - 2961 (Weight: 5)
995 - 2962 (Weight: 5)
995 - 2965 (Weight: 5)
995 - 2984 (Weight: 5)
995 - 2986 (Weight: 5)
1000 - 3128 (Weight: 5)
1007 - 2463 (Weight: 5)
1031 - 1032 (Weight: 5)
1032 - 1165 (Weight: 5)
1032 - 2139 (Weight: 5)
1032 - 2801 (Weight: 5)
1032 - 3737 (Weight: 5)
1032 - 4889 (Weight: 5)
1032 - 5723 (Weight: 5)
1041 - 1043 (Weight: 5)
1043 - 1721 (Weight: 5)
1061 - 6173 (Weight: 5)
1079 - 2175 (Weight: 5)
1079 - 5663 (Weight: 5)
1085 - 6010 (Weight: 5)
1091 - 2456 (Weight: 5)
1091 - 2458 (Weight: 5)
1092 - 2413 (Weight: 5)
1092 - 2425 (Weight: 5)
1092 - 2430 (Weight: 5)
1092 - 2432 (Weight: 5)
1103 - 5978 (Weight: 5)
1108 - 5255 (Weight: 5)
1108 - 5263 (Weight: 5)
1108 - 5264 (Weight: 5)
1112 - 2488 (Weight: 5)
1112 - 3440 (Weight: 5)
1112 - 4214 (Weight: 5)
1112 - 4224 (Weight: 5)
1113 - 3506 (Weight: 5)
1117 - 4164 (Weight: 5)
1119 - 3498 (Weight: 5)
1119 - 5873 (Weight: 5)
1121 - 2289 (Weight: 5)
1121 - 2297 (Weight: 5)
1121 - 2314 (Weight: 5)
1196 - 6391 (Weight: 5)
1311 - 2321 (Weight: 5)
1311 - 2322 (Weight: 5)
1326 - 5310 (Weight: 5)
1330 - 5755 (Weight: 5)
1338 - 4574 (Weight: 5)
1346 - 5637 (Weight: 5)
1346 - 5638 (Weight: 5)
1346 - 5639 (Weight: 5)
1346 - 5642 (Weight: 5)
1374 - 3729 (Weight: 5)
1397 - 4849 (Weight: 5)
1418 - 4989 (Weight: 5)
1418 - 4990 (Weight: 5)
1418 - 5018 (Weight: 5)
1418 - 5022 (Weight: 5)
1424 - 4769 (Weight: 5)
1558 - 6295 (Weight: 5)
1565 - 6339 (Weight: 5)
1605 - 5833 (Weight: 5)
1720 - 5276 (Weight: 5)
1727 - 3866 (Weight: 5)
1833 - 5544 (Weight: 5)
1953 - 2856 (Weight: 5)
2173 - 2611 (Weight: 5)
2194 - 3923 (Weight: 5)
2196 - 3144 (Weight: 5)
2197 - 2933 (Weight: 5)
2199 - 5417 (Weight: 5)
2202 - 2217 (Weight: 5)
2202 - 2232 (Weight: 5)
2203 - 3787 (Weight: 5)
2204 - 3790 (Weight: 5)
2204 - 5320 (Weight: 5)
2204 - 5323 (Weight: 5)
2218 - 3057 (Weight: 5)
2218 - 3073 (Weight: 5)
2220 - 3939 (Weight: 5)
2230 - 4913 (Weight: 5)
2260 - 4210 (Weight: 5)
2268 - 4329 (Weight: 5)
2290 - 6112 (Weight: 5)
2292 - 4398 (Weight: 5)
2313 - 2510 (Weight: 5)
2400 - 2401 (Weight: 5)
